TELE.MI,Lyxor Index Fund - Lyxor Stoxx Europe 600 Telecommunications UCITS ETF
CATH.MI,Lyxor Index Fund - Lyxor MSCI World Catholic Principles ESG (DR) UCITS ETF
IWQU.MI,iShares Edge MSCI World Quality Factor UCITS ETF
RTA.MI,Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF
WRDEUA.MI,UBS (Lux) Fund Solutions – MSCI World UCITS ETF
FEQD.MI,Fidelity Europe Quality Income UCITS ETF
IQEG.MI,IndexIQ Factors Sustainable Sovereign Euro Bond
WRDEUA.MI,UBS (Lux) Fund Solutions – MSCI World UCITS ETF
WFIN.MI,SPDR MSCI World Financials UCITS ETF
FPXR.MI,Fidelity Sustainable Research Enhanced Pacific ex-Japan Equity UCITS ETF
FEUI.MI,Fidelity Europe Quality Income UCITS ETF
XZHY.MI,Xtrackers ESG USD High Yield Corporate Bond UCITS ETF
UKE.MI,UBS (Lux) Fund Solutions – MSCI United Kingdom UCITS ETF
HYS.MI,Lyxor Index Fund - Lyxor BofAML € Short Term High Yield Bond UCITS ETF
EUREUA.MI,UBS (Lux) Fund Solutions – MSCI Europe UCITS ETF
MVOL.MI,iShares Edge MSCI World Minimum Volatility UCITS ETF
ULOVD.MI,UBS (Irl) ETF plc - Factor MSCI USA Low Volatility UCITS ETF
XD3E.MI,Xtrackers Euro Stoxx Quality Dividend UCITS ETF
PABWD.MI,Lyxor Net Zero 2050 S&P Europe Climate PAB (DR) UCITS ETF - Acc
INS.MI,Lyxor Index Fund - Lyxor STOXX Europe 600 Insurance UCITS ETF
VNTM.MI,VanEck Multi-Asset Balanced Allocation UCITS ETF
SPY4.MI,SPDR S&P 400 US Mid Cap UCITS ETF
RTA.MI,Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF
DRGN.MI,L&G China CNY Bond UCITS ETF
FLRG.MI,Franklin Euro Green Bond UCITS ETF
ELOW.MI,SPDR EURO STOXX Low Volatility UCITS ETF
FOO.MI,Lyxor Index Fund - Lyxor Stoxx Europe 600 Food & Beverage UCITS ETF
FINSW.MI,Lyxor MSCI World Financials TR UCITS ETF
WHEA.MI,SPDR MSCI World Health Care UCITS ETF
FEUR.MI,Fidelity Sustainable Research Enhanced Europe Equity UCITS ETF
TNO.MI,Lyxor Index Fund - Lyxor Stoxx Europe 600 Technology UCITS ETF
AWESG.MI,UBS (IRL) ETF Plc – MSCI ACWI ESG Universal Low Carbon Select UCITS ETF
IWSZ.MI,iShares Edge MSCI World Size Factor UCITS ETF
ICFP.MI,Invesco MSCI Europe ESG Leaders Catholic Principles UCITS ETF
CHM.MI,Lyxor Index Fund - Lyxor STOXX Europe 600 Chemicals UCITS ETF
XSMI.MI,Xtrackers Switzerland UCITS ETF
WLDC.MI,Amundi MSCI World II UCITS ETF
SW2CHB.MI,UBS (Lux) Fund Solutions – MSCI Switzerland 20/35 UCITS ETF
IWMO.MI,iShares Edge MSCI World Momentum Factor UCITS ETF
R2US.MI,SPDR Russell 2000 US Small Cap UCITS ETF
UTI.MI,Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF
SEL.MI,Lyxor Index Fund - Lyxor STOXX Europe Select Dividend 30 UCITS ETF
INDG.MI,Lyxor Index Fund - Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF
FINS.MI,Lyxor Index Fund - Lyxor STOXX Europe 600 Financial Services UCITS ETF
TNOW.MI,Lyxor MSCI World Information Technology TR UCITS ETF
USTH.MI,Lyxor Nasdaq-100 Ucits ETF
WTEC.MI,SPDR MSCI World Technology UCITS ETF
EMLC.MI,VanEck J.P. Morgan EM Local Currency Bond UCITS ETF
FUSR.MI,Fidelity Sustainable Research Enhanced US Equity UCITS ETF
HLTW.MI,Lyxor MSCI World Health Care TR UCITS ETF
REEU.MI,AMUNDI INDEX SOL-Lyxor Stoxx Europe 600 Real Estate UCITS ETF
VTOF.MI,VanEck Multi-Asset Growth Allocation UCITS ETF
XSOE.MI,WisdomTree Emerging Markets ex-State-Owned Enterprises ESG Screened UCITS ETF
CIB.MI,UBS (Lux) Fund Solutions – J.P. Morgan CNY China Government 1-10 Year Bond UCITS ETF
XDER.MI,Xtrackers FTSE Developed Europe Real Estate UCITS ETF
IPIR.MI,iShares VII PLC - iShares FTSE Italia Mid-Small Cap UCITS ETF
CSUS.MI,iShares VII PLC - iShares MSCI USA UCITS ETF USD (Acc)
AWSRIE.MI,UBS (Irl) ETF plc - MSCI ACWI Socially Responsible UCITS ETF
CANEUA.MI,UBS (Lux) Fund Solutions – MSCI Canada UCITS ETF
CANA.MI,UBS (Lux) Fund Solutions – MSCI Canada UCITS ETF
CSMIB.MI,iShares VII PLC - iShares FTSE MIB UCITS ETF EUR (Acc)
CSUK.MI,iShares VII PLC - iShares MSCI UK UCITS ETF GBP (Acc)
CAHEUA.MI,UBS (Lux) Fund Solutions – MSCI Canada UCITS ETF
EQLTD.MI,UBS (Lux) Fund Solutions – Factor MSCI EMU Quality ESG UCITS ETF
AWSRIA.MI,UBS (Irl) ETF plc - MSCI ACWI Socially Responsible UCITS ETF
CCEUAS.MI,UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF
EUFM.MI,UBS (Lux) Fund Solutions – MSCI EMU Select Factor Mix UCITS ETF
CCUSAS.MI,UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF
SPDA.MI,UBS (Irl) ETF plc - S&P USA Dividend Aristocrats ESG Elite UCITS ETF
SEME.MI,iShares MSCI Global Semiconductors UCITS ETF
IMIB.MI,iShares FTSE MIB UCITS ETF EUR (Dist)
XDG7.MI,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF
CNAA.MI,Amundi MSCI China A UCITS ETF
LOWV.MI,SPDR S&P 500 Low Volatility UCITS ETF
JYEH.MI,JPMorgan ETFs (Ireland) ICAV Global High Yield Corporate Bond Multi-Factor UCITS ETF
GLDVDE.MI,UBS (Irl) ETF plc – S&P Dividend Aristocrats ESG Elite UCITS ETF
ETFMIB.MI,Amundi FTSE MIB UCITS ETF
XCAN.MI,Xtrackers MSCI Canada ESG Screened UCITS ETF
EQQQ.MI,Invesco EQQQ NASDAQ-100 UCITS ETF
COMO.MI,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF
EQEU.MI,Invesco EQQQ NASDAQ-100 UCITS ETF
PQVM.MI,Invesco S&P 500 QVM UCITS ETF
ITAPIR.MI,Lyxor Italia Equity PIR UCITS ETF
IFSU.MI,iShares Edge MSCI USA Multifactor UCITS ETF
UEDV.MI,SPDR S&P U.S. Dividend Aristocrats ESG UCITS ETF
XDG6.MI,Xtrackers MSCI Global SDG 6 Clean Water & Sanitation UCITS ETF
XNNV.MI,Xtrackers MSCI Innovation UCITS ETF
IQEC.MI,IndexIQ Factors Sustainable Corporate Euro Bond
XDGI.MI,Xtrackers MSCI Global SDGs UCITS ETF
JGHY.MI,JPMorgan ETFs (Ireland) ICAV Global High Yield Corporate Bond Multi-Factor UCITS ETF
WLDX.MI,Multi Units France - Amundi MSCI World Ex EMU SRI Climate Net Zero Ambition PAB UCITS ETF
MIBA.MI,Amundi FTSE MIB UCITS ETF
EUN.MI,iShares STOXX Europe 50 UCITS ETF
S6EW.MI,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF
XGEN.MI,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF
ENCO.MI,L&G Multi-Strategy Enhanced Commodities UCITS ETF
MCHN.MI,Invesco MSCI China All Shares Connect UCITS ETF
XFNT.MI,Xtrackers MSCI Fintech Innovation UCITS ETF
XNGI.MI,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF
IQJP.MI,IndexIQ Factors Sustainable Japan Equity
XAIX.MI,Xtrackers Artificial Intelligence & Big Data UCITS ETF
EQAC.MI,Invesco EQQQ NASDAQ-100 UCITS ETF
GLDVD.MI,UBS (Irl) ETF plc – S&P Dividend Aristocrats ESG Elite UCITS ETF
FLUC.MI,Franklin USD Investment Grade Corporate Bond UCITS ETF
SMH.MI,VanEck Semiconductor UCITS ETF
XMOV.MI,Xtrackers Future Mobility UCITS ETF
CSNDX.MI,iShares VII PLC - iShares NASDAQ 100 UCITS ETF
PSREUA.MI,UBS (Lux) Fund Solutions – MSCI Pacific Socially Responsible UCITS ETF
XMAW.MI,Xtrackers MSCI AC World ESG Screened UCITS ETF
XMAE.MI,Xtrackers MSCI AC World ESG Screened UCITS ETF
XIGB.MI,Xtrackers India Government Bond UCITS ETF
TDIV.MI,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF
XSLR.MI,Xtrackers IE Physical Silver ETC
EMUS.MI,L&G ESG Emerging Markets Corporate Bond (USD) UCITS ETF
JMBE.MI,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
EHYB.MI,Invesco Euro Corporate Hybrid Bond UCITS ETF
USEU.MI,WisdomTree Short USD Long EUR
EUUS.MI,WisdomTree Long USD Short EUR
XDBC.MI,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF
EHBA.MI,Invesco Euro Corporate Hybrid Bond UCITS ETF
AT1D.MI,Invesco AT1 Capital Bond ETF
PFT.MI,Invesco FTSE RAFI US 1000 UCITS ETF
JPMB.MI,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
EUNO.MI,WisdomTree Long NOK Short EUR
AUEU.MI,WisdomTree Short AUD Long EUR
EUGB.MI,WisdomTree Long GBP Short EUR
XAT1.MI,Invesco AT1 Capital Bond ETF
GBEU.MI,WisdomTree Short GBP Long EUR
NOEU.MI,WisdomTree Short NOK Long EUR
EUSE.MI,WisdomTree Long SEK Short EUR
JMBA.MI,JPMorgan ETFs (Ireland) ICAV - USD Emerging Markets Sovereign Bond UCITS ETF
PHAU.MI,WisdomTree Physical Gold
EUCH.MI,WisdomTree Long CHF Short EUR
AT1.MI,Invesco AT1 Capital Bond ETF
CLMD.MI,Lyxor Green Bond (DR) UCITS ETF
IEUX.MI,iShares MSCI Europe ex-UK UCITS ETF
XSSX.MI,Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF
FLXG.MI,Franklin Global Equity SRI UCITS ETF
EMKTB.MI,Lyxor Index Fund - Lyxor iBoxx $ Liquid Emerging Markets Sovereign UCITS ETF
DGTL.MI,iShares Digitalisation UCITS ETF
KA50.MI,KraneShares MSCI China A Share UCITS ETF
MGT.MI,Lyxor DJ Global Titans 50 UCITS ETF
BSX.MI,Amundi EURO STOXX 50 Daily (-1x) Inverse UCITS ETF
IMIE.MI,SPDR MSCI ACWI IMI UCITS ETF
ITAMID.MI,Amundi FTSE Italia PMI PIR 2020 UCITS ETF
EMV.MI,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc)
HYEM.MI,VanEck Emerging Markets High Yield Bond UCITS ETF
CLIM.MI,Lyxor Green Bond (DR) UCITS ETF
LDAP.MI,L&G Quality Equity Dividends ESG Exclusions Asia Pacific ex-Japan UCITS ETF
FLQA.MI,Franklin FTSE Asia ex China ex Japan UCITS ETF
DJSC.MI,iShares EURO STOXX Small UCITS ETF
IUSP.MI,iShares US Property Yield UCITS ETF
INAA.MI,iShares MSCI North America UCITS ETF
GWT.MI,Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF
MMLP.MI,Alerian Midstream Energy Dividend UCITS ETF
USDV.MI,SPDR S&P US Dividend Aristocrats UCITS ETF
XAD6.MI,Xtrackers Physical Silver ETC (EUR)
AUSAUW.MI,UBS (Irl) ETF plc - MSCI Australia UCITS ETF
MMS.MI,Lyxor Index Fund - Lyxor MSCI EMU Small Cap UCITS ETF
USDE.MI,SPDR S&P US Dividend Aristocrats UCITS ETF
GLRE.MI,SPDR Dow Jones Global Real Estate UCITS ETF
DAXLEV.MI,MULTI-UNITS LUXEMBOURG - Lyxor DAILY LevDAX UCITS ETF
DJMC.MI,iShares EURO STOXX Mid UCITS ETF
BTP2S.MI,Amundi Italy BTP Daily (-2x) Inverse UCITS ETF
DJLEV.MI,Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF
AUHEUA.MI,UBS (Irl) ETF plc - MSCI Australia UCITS ETF
SBIO.MI,Invesco NASDAQ Biotech UCITS ETF
XSDX.MI,Xtrackers ShortDAX Daily Swap UCITS ETF
CNYB.MI,iShares China CNY Bond UCITS ETF
IPRP.MI,iShares European Property Yield UCITS ETF
ECAR.MI,iShares Electric Vehicles and Driving Technology UCITS ETF
AUST.MI,Lyxor Australia (S&P/ASX 200) UCITS ETF
IUKD.MI,iShares UK Dividend UCITS ETF
VAL.MI,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF
DEL2.MI,L&G DAX Daily 2x Long UCITS ETF
CITY.MI,iShares Smart City Infrastructure UCITS ETF
AGED.MI,iShares Ageing Population UCITS ETF
MGIN.MI,SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF
JNKE.MI,SPDR Bloomberg Euro High Yield Bond UCITS ETF
GFA.MI,VanEck Global Fallen Angel High Yield Bond UCITS ETF
RBOT.MI,iShares Automation & Robotics UCITS ETF
LOCK.MI,iShares Digital Security UCITS ETF
IDVY.MI,iShares Euro Dividend UCITS ETF
HEAL.MI,iShares Healthcare Innovation UCITS ETF
SHEME.MI,UBS (Lux) Fund Solutions – J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF
SBEM.MI,UBS (Lux) Fund Solutions – Bloomberg USD Emerging Markets Sovereign UCITS ETF
EMRG.MI,SPDR MSCI Emerging Markets UCITS ETF
SHEMB.MI,UBS (Lux) Fund Solutions – J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF
SBEME.MI,UBS (Lux) Fund Solutions – Bloomberg USD Emerging Markets Sovereign UCITS ETF
CSUSS.MI,iShares VII PLC - iShares MSCI USA Small Cap ESG Enhanced UCITS ETF USD (Acc)
XCTE.MI,Xtrackers Harvest MSCI China Tech 100 UCITS ETF
LERN.MI,Rize Education Tech and Digital Learning UCITS ETF
REWLD.MI,Lyxor Index Fund - Lyxor FTSE Epra/Nareit Global Developed UCITS ETF
INDO.MI,Lyxor MSCI Indonesia UCITS ETF
JPN.MI,Amundi Japan TOPIX II UCITS ETF
CYBR.MI,Rize UCITS ICAV - Rize Cybersecurity Data Privacy UCITS ETF
FLXX.MI,Franklin Global Quality Dividend UCITS ETF
WDNA.MI,WisdomTree BioRevolution UCITS ETF
SR2000.MI,Invesco Russell 2000 UCITS ETF
FSEM.MI,Fidelity Sustainable USD EM Bond UCITS ETF
EUMV.MI,Ossiam Europe ESG Machine Learning
XQUE.MI,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF
FGEU.MI,Fidelity Global Quality Income ETF
GRC.MI,Amundi MSCI Greece UCITS ETF
IFSE.MI,iShares Edge MSCI Europe Multifactor UCITS ETF
CYBR.MI,Rize UCITS ICAV - Rize Cybersecurity Data Privacy UCITS ETF
FLXX.MI,Franklin Global Quality Dividend UCITS ETF
EUMV.MI,Ossiam Europe ESG Machine Learning
XQUE.MI,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF
FGEU.MI,Fidelity Global Quality Income ETF
GRC.MI,Amundi MSCI Greece UCITS ETF
PMNT.MI,Rize Digital Payments Economy UCITS ETF
SR2000.MI,Invesco Russell 2000 UCITS ETF
REWLD.MI,Lyxor Index Fund - Lyxor FTSE Epra/Nareit Global Developed UCITS ETF
INDO.MI,Lyxor MSCI Indonesia UCITS ETF
JPN.MI,Amundi Japan TOPIX II UCITS ETF
FGQI.MI,Fidelity Global Quality Income ETF
EBUY.MI,Amundi MSCI Digital Economy and Metaverse ESG Screened UCITS ETF Acc
IQCT.MI,Lyxor Index Fund - Lyxor MSCI Smart Cities ESG Filtered (DR) UCITS ETF
SDHY.MI,iShares $ Short Duration High Yield Corp Bond UCITS ETF
CHIP.MI,Amundi MSCI Semiconductors ESG Screened UCITS ETF
TUR.MI,Lyxor MSCI Turkey UCITS ETF
JPNH.MI,Amundi Japan TOPIX II UCITS ETF
XQUA.MI,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF
ACWI.MI,Lyxor Msci All Country World Ucits ETF
GLDV.MI,SPDR S&P Global Dividend Aristocrats UCITS ETF
SDIV.MI,Global X SuperDividend UCITS ETF
EMLOC.MI,UBS (Lux) Fund Solutions – J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF
EMHE.MI,SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF
PAVE.MI,Global X U.S. Infrastructure Development UCITS ETF
EMH5.MI,SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF
CSCA.MI,iShares VII PLC - iShares MSCI Canada UCITS ETF
CSJP.MI,iShares VII PLC - iShares MSCI Japan UCITS ETF USD (Acc)
CSNKY.MI,iShares VII PLC - iShares Nikkei 225 UCITS ETF JPY (Acc)
DOCT.MI,L&G Healthcare Breakthrough UCITS ETF
HTWO.MI,L&G Hydrogen Economy UCITS ETF
AIAI.MI,L&G Artificial Intelligence UCITS ETF
GLUG.MI,L&G Clean Water UCITS ETF
BIOT.MI,L&G Pharma Breakthrough UCITS ETF
EMUL.MI,iShares MSCI EMU Large Cap UCITS ETF
DPAY.MI,Legal & General UCITS ETF Plc - L&G Digital Payments UCITS ETF
MOAT.MI,VanEck Morningstar US Sustainable Wide Moat UCITS ETF
PHPD.MI,WisdomTree Physical Palladium
RENW.MI,L&G Clean Energy UCITS ETF
GSEM.MI,Goldman Sachs ActiveBeta Emerging Markets Equity UCITS ETF
ECOM.MI,L&G Ecommerce Logistics UCITS ETF
BATT.MI,L&G Battery Value-Chain UCITS ETF
VPN.MI,Global X Data Center REITs & Digital Infrastructure UCITS ETF
SEML.MI,iShares J.P. Morgan EM Local Govt Bond UCITS ETF
AQWA.MI,Global X Clean Water UCITS ETF
FEMI.MI,Fidelity Emerging Markets Quality Income UCITS ETF
PRFD.MI,Invesco Preferred Shares UCITS ETF
GNOM.MI,Global X Genomics & Biotechnology UCITS ETF
MLPD.MI,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF
IFSW.MI,iShares Edge MSCI World Multifactor UCITS ETF
EMIGE.MI,UBS (Lux) Fund Solutions – J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF
EMIG.MI,UBS (Lux) Fund Solutions – J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF
PRFE.MI,Invesco Preferred Shares UCITS ETF
RNRG.MI,Global X Renewable Energy Producers UCITS ETF
HYGN.MI,Global X Hydrogen UCITS ETF
THEP.MI,Tabula EUR HY Bond Paris-Aligned Climate UCITS ETF (EUR)
HTWN.MI,HSBC MSCI Taiwan Capped UCITS ETF
XAUS.MI,Xtrackers S&P ASX 200 UCITS ETF
WNDY.MI,Global X Wind Energy UCITS ETF
XGSD.MI,Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF
CROP.MI,Global X AgTech & Food Innovation UCITS ETF
FEMR.MI,Fidelity Sustainable Research Enhanced Emerging Markets Equity UCITS ETF
SAUS.MI,iShares MSCI Australia UCITS ETF
APEX.MI,MULTI-UNITS LUXEMBOURG - Lyxor MSCI AC Asia Ex Japan UCITS ETF
BKCH.MI,Global X Blockchain UCITS ETF
HIDD.MI,HSBC MSCI Indonesia UCITS ETF
EMBE.MI,iShares J.P. Morgan $ EM Bond EUR Hedged UCITS ETF (Dist)
DJE.MI,Lyxor Dow Jones Industrial Average UCITS ETF
HKOR.MI,HSBC MSCI KOREA CAPPED UCITS ETF
XSPS.MI,Xtrackers S&P 500 Inverse Daily Swap UCITS ETF
HSTE.MI,HSBC Hang Seng Tech UCITS ETF
MLPS.MI,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF
EST.MI,Lyxor MSCI Eastern Europe ex Russia UCITS ETF
XCHA.MI,Xtrackers CSI300 Swap UCITS ETF
WING.MI,iShares Fallen Angels High Yield Corp Bond UCITS ETF
GDIG.MI,VanEck Global Mining UCITS ETF
HERU.MI,Global X Video Games & Esports UCITS ETF
RAYZ.MI,Global X Solar UCITS ETF
IWRD.MI,iShares MSCI World UCITS ETF
CIT.MI,UBS ETF - Solactive China Technology UCITS ETF
CITE.MI,UBS ETF - Solactive China Technology UCITS ETF
GOAT.MI,VanEck Morningstar Global Wide Moat UCITS ETF
GDX.MI,VanEck Gold Miners UCITS ETF
ZINC.MI,WisdomTree Zinc
ECOP.MI,WisdomTree Copper - EUR Daily Hedged
SUGA.MI,WisdomTree Sugar
XGDE.MI,Xtrackers IE Physical Gold EUR Hedged ETC Securities
SOYB.MI,WisdomTree Soybeans
WEAT.MI,WisdomTree Wheat
EBUL.MI,WisdomTree Gold - EUR Daily Hedged
ESVR.MI,WisdomTree Silver - EUR Daily Hedged
CRUD.MI,WisdomTree WTI Crude Oil
ECRD.MI,WisdomTree WTI Crude Oil - EUR Daily Hedged
AIGS.MI,WisdomTree Softs
EWAT.MI,WisdomTree Wheat - EUR Daily Hedged
SOYO.MI,WisdomTree Soybean Oil
IHYE.MI,iShares $ High Yield Corp Bond UCITS ETF
GDXJ.MI,VanEck Junior Gold Miners UCITS ETF
ISAG.MI,iShares V PLC - iShares Agribusiness UCITS ETF USD (Acc)
ESPO.MI,VanEck Video Gaming and eSports UCITS ETF
IHYE.MI,iShares $ High Yield Corp Bond UCITS ETF
ZERO.MI,HANetf S&P Global Clean Energy Select HANzero UCITS ETF
PADV.MI,SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF
CYBO.MI,VanEck Bionic Engineering UCITS ETF
EMAE.MI,SPDR MSCI EM Asia UCITS ETF
IWDE.MI,iShares V PLC - iShares MSCI World EUR Hedged UCITS ETF (Acc)
HDRO.MI,VanEck Hydrogen Economy UCITS ETF
GDXJ.MI,VanEck Junior Gold Miners UCITS ETF
VITA.MI,Rize Environmental Impact 100 UCITS ETF
IHYG.MI,iShares € High Yield Corp Bond UCITS ETF
IHYU.MI,iShares $ High Yield Corp Bond UCITS ETF
ISJP.MI,iShares MSCI Japan Small Cap UCITS ETF USD (Dist)
CSEMUS.MI,iShares VII PLC - iShares MSCI EMU Small Cap UCITS ETF EUR (Acc)
CBND.MI,Goldman Sachs Access China Government Bond UCITS ETF
SKYY.MI,HAN-GINS Cloud Technology Equal Weight UCITS ETF
WELL.MI,HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF
ITEK.MI,HAN-GINS Tech Megatrend Equal Weight UCITS ETF
IASP.MI,iShares Asia Property Yield UCITS ETF
IWDP.MI,iShares Developed Markets Property Yield UCITS ETF
IJPN.MI,iShares MSCI Japan UCITS ETF USD (Dist)
IAPD.MI,iShares Asia Pacific Dividend UCITS ETF
XAD1.MI,Xtrackers Physical Gold EUR Hedged ETC
CNEW.MI,VanEck New China ESG UCITS ETF
DES2.MI,L&G DAX Daily 2x Short UCITS ETF
XX25.MI,Xtrackers FTSE China 50 UCITS ETF
NRJC.MI,Amundi MSCI New Energy ESG Screened UCITS ETF
EMDE.MI,SPDR Bloomberg Emerging Markets Local Bond USD Base CCY Hdg to EUR UCITS ETF Acc
XSGI.MI,Xtrackers S&P Global Infrastructure Swap UCITS ETF
EMLD.MI,SPDR Bloomberg Emerging Markets Local Bond USD Base CCY Hdg to EUR UCITS ETF Acc
EMLA.MI,SPDR Bloomberg Emerging Markets Local Bond USD Base CCY Hdg to EUR UCITS ETF Acc
GCLE.MI,Invesco Markets II plc - Invesco Global Clean Energy UCITS ETF
SPX2S.MI,Lyxor S&P 500 Daily (-2x) Inverse UCITS ETF
XS2L.MI,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF
SPXJ.MI,iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist)
LQQ.MI,Amundi Nasdaq-100 Daily (2x) Leveraged UCITS ETF
LEVMIB.MI,Amundi FTSE MIB Daily (2x) Leveraged UCITS ETF
AEJ.MI,MULTI-UNITS LUXEMBOURG - Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF
LVO.MI,Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF
BERMIB.MI,Amundi FTSE MIB Daily (-1x) Inverse UCITS ETF
DAX2S.MI,Amundi ShortDAX Daily (-2x) Inverse UCITS ETF
BXX.MI,Amundi EURO STOXX 50 Daily (-2x) Inverse UCITS ETF
WAT.MI,Amundi MSCI Water ESG Screened UCITS ETF
ENER.MI,Amundi MSCI New Energy ESG Screened UCITS ETF
XBRMIB.MI,Amundi FTSE MIB Daily (-2x) Inverse UCITS ETF
WATC.MI,Amundi MSCI Water ESG Screened UCITS ETF
LITU.MI,Global X Lithium & Battery Tech UCITS ETF
IJPE.MI,iShares V PLC - iShares MSCI Japan EUR Hedged UCITS ETF (Acc)
CAPE.MI,Ossiam Shiller Barclays Cape Europe Sector Value TR
XAXJ.MI,Xtrackers MSCI AC Asia ex Japan ESG Swap UCITS ETF
JETS.MI,HANetf - U.S. Global Jets UCITS ETF
XMIN.MI,Xtrackers MSCI Indonesia Swap UCITS ETF
XS7W.MI,Xtrackers Portfolio Income UCITS ETF
SPMV.MI,Ossiam US Minimum Variance ESG NR UCITS ETF
XMEA.MI,Xtrackers MSCI EM Europe, Middle East & Africa ESG Swap UCITS ETF
XMKO.MI,Xtrackers MSCI Korea UCITS ETF
DAPP.MI,VanEck Crypto & Blockchain Innovators UCITS ETF
CSMXCP.MI,iShares VII PLC - iShares MSCI Mexico Capped UCITS ETF
COPX.MI,Global X Copper Miners UCITS ETF
URNU.MI,Global X Uranium UCITS ETF
KURE.MI,KraneShares MSCI All China Health Care Index UCITS ETF
SRSA.MI,iShares MSCI South Africa UCITS ETF
CLMA.MI,iClima Global Decarbonisation Enablers ETF
XMAS.MI,Xtrackers MSCI EM Asia ESG Screened Swap UCITS ETF
CAPU.MI,Ossiam Shiller Barclays Cape US Sector Value TR
AUCO.MI,L&G Gold Mining UCITS ETF
CSKR.MI,iShares VII PLC - iShares MSCI Korea UCITS ETF USD (Acc)
BRA.MI,Lyxor MSCI Brazil UCITS ETF
BCHN.MI,Invesco CoinShares Global Blockchain UCITS ETF
XMBR.MI,Xtrackers MSCI Brazil UCITS ETF
RQFI.MI,Xtrackers Harvest CSI300 UCITS ETF
XMEX.MI,Xtrackers MSCI Mexico UCITS ETF
EDOC.MI,Global X Telemedicine & Digital Health UCITS ETF
TRYP.MI,HANetf ICAV - The Travel UCITS ETF
SX5E3S.MI,SG ETC EURO STOXX 50 -3x Daily Short Collateralized
DIGI.MI,Digital Infrastructure and Connectivity UCITS ETF
SX5E3L.MI,SG ETC EURO STOXX 50 +3x Daily Leveraged Collateralized
MIB3S.MI,SG ETC FTSE MIB -3x Daily Short Collateralized
TANN.MI,HANetf ICAV - Solar Energy UCITS ETF
DAX3L.MI,SG ETC DAX +3x Daily Leveraged Collateralized
DAX3S.MI,SG ETC DAX -3x Daily Short Collateralized
MIB3L.MI,SG ETC FTSE MIB +3x Daily Leveraged Collateralized
ISPY.MI,L&G Cyber Security UCITS ETF
XQUI.MI,Xtrackers Portfolio UCITS ETF
XT21.MI,Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF
XLPE.MI,Xtrackers LPX Private Equity Swap UCITS ETF
XSLE.MI,Xtrackers IE Physical Silver EUR Hedged ETC
XPPE.MI,Xtrackers IE Physical Platinum EUR Hedged ETC Securities
IKOR.MI,iShares MSCI Korea UCITS ETF (Dist)
IBZL.MI,iShares MSCI Brazil UCITS ETF USD (Dist)
ITKY.MI,iShares MSCI Turkey UCITS ETF
LTAM.MI,iShares MSCI EM Latin America UCITS ETF
IFFF.MI,iShares MSCI AC Far East ex-Japan UCITS ETF
ITWN.MI,iShares MSCI Taiwan UCITS ETF
